OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,TaxParcelIdentificationNumber,Location,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),OtherFuelUse(kBtu),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity(kgCO2e/ft2),DefaultData,Comment,ComplianceStatus,Outlier,2010 Census Tracts,Seattle Police Department Micro Community Policing Plan Areas,City Council Districts,SPD Beats,Zip Codes
279,2015,SPS-District K-12,K-12 School,WEST SEATTLE HIGH SCHOOL (SPS-DISTRICT),8702100050,"{'latitude': '47.57662845', 'longitude': '-122.3846578', 'human_address': '{""address"": ""3000 CALIFORNIA AVE SW"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98116""}'}",1,SOUTHWEST,2002,1,2.0,208981,0,208981,K-12 School,K-12 School,208981.0,,,,,,84.0,36.2,41.5,87.0,92.6,7564604.0,8680483.0,0.0,1434702.0,4895406.0,26694.0,2669400.0,0.0,175.9,0.74,Yes,,Compliant,,,41.0,,49.0,18795
280,2015,Multifamily MR (5-9),Mid-Rise Multifamily,THE WINTONIA,8725600350,"{'latitude': '47.61358781', 'longitude': '-122.3279319', 'human_address': '{""address"": ""1431 MINOR AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,EAST,1909,1,6.0,51976,0,51976,Multifamily Housing,Multifamily Housing,50350.0,,,,,,37.0,77.8,85.1,154.0,161.7,3918038.0,4285693.0,0.0,510422.0,1741632.0,21765.0,2176478.0,0.0,127.73,2.31,No,,Compliant,,,19.0,,12.0,18081
281,2015,NonResidential,K-12 School,UNIVERSITY HTS GRADE SCHOOL,8816400900,"{'latitude': '47.66549171', 'longitude': '-122.3140067', 'human_address': '{""address"": ""5031 UNIVERSITY WAY NE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98105""}'}",4,NORTHEAST,1928,1,2.0,55653,0,55653,K-12 School,K-12 School,55500.0,,,,,,84.0,36.1,48.5,38.3,51.3,2003474.0,2690623.0,0.0,3101.0,10580.0,19929.0,1992894.0,0.0,105.92,1.9,No,,Compliant,,,60.0,,47.0,18383
282,2015,NonResidential,Hotel,HOTEL DECA,8817400055,"{'latitude': '47.66156526', 'longitude': '-122.3146098', 'human_address': '{""address"": ""4507 BROOKLYN AVE NE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98105""}'}",4,NORTHEAST,1931,1,16.0,106860,0,106860,Hotel,Hotel,106860.0,,,,,,46.0,113.1,122.5,192.9,196.9,12087498.0,13085938.0,0.0,1110277.0,3788422.0,82992.0,8299234.0,0.0,467.18,4.22,No,,Compliant,,,60.0,,38.0,18383
283,2015,NonResidential,Small- and Mid-Sized Office,LAKE CITY CENTER,8822900465,"{'latitude': '47.71892746', 'longitude': '-122.2947589', 'human_address': '{""address"": ""12360 LAKE CITY WAY NE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98125""}'}",5,NORTH,1972,1,5.0,50759,0,50759,"Office, Restaurant",Office,47079.0,Restaurant,3680.0,,,,63.0,60.0,60.0,168.2,168.2,3045139.0,3045139.0,0.0,749210.0,2556409.0,4888.0,488836.0,0.0,43.78,0.65,No,,Compliant,,127.0,29.0,2.0,29.0,19579
284,2015,NonResidential,Worship Facility,UNIV CONGREGATIONAL CHURCH,8823902255,"{'latitude': '47.66176886', 'longitude': '-122.3112037', 'human_address': '{""address"": ""4505 16TH AVE NE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98105""}'}",4,NORTHEAST,1952,1,2.0,56772,0,56772,Worship Facility,Worship Facility,56772.0,,,,,,49.0,41.4,50.0,78.6,87.6,2349950.0,2835789.0,0.0,279629.0,954132.0,13959.0,1395857.0,0.0,80.79,1.35,No,,Compliant,,,60.0,,38.0,18383
285,2015,NonResidential,Worship Facility,UNIVERSITY PRESBY CHURCH,8823902325,"{'latitude': '47.66262897', 'longitude': '-122.3114754', 'human_address': '{""address"": ""4550 15TH AVE NE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98105""}'}",4,NORTHEAST,1952,1,3.0,103000,0,103000,Worship Facility,Worship Facility,103000.0,,,,,,40.0,47.2,55.7,99.6,108.6,4864408.0,5741732.0,0.0,722990.0,2466944.0,23976.0,2397565.0,0.0,144.53,1.3,No,,Compliant,,,60.0,,38.0,18383
286,2015,SPS-District K-12,K-12 School,ROOSEVELT HIGH (SPS-DISTRICT),8826900005,"{'latitude': '47.67746117', 'longitude': '-122.3130281', 'human_address': '{""address"": ""1410 NE 66TH ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98115""}'}",4,NORTHEAST,2006,1,3.0,269297,0,269297,K-12 School,K-12 School,269297.0,,,,,,79.0,38.2,42.4,99.6,104.1,10281586.0,11430634.0,0.0,2248472.0,7672105.0,26098.0,2609800.0,0.0,192.09,0.59,Yes,,Compliant,,,53.0,,47.0,18792
287,2015,SPS-District K-12,K-12 School,BRYANT ELEMENTARY (SPS-DISTRICT),8827900180,"{'latitude': '47.67115081', 'longitude': '-122.2918182', 'human_address': '{""address"": ""3311 NE 60TH ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98115""}'}",4,NORTHEAST,2001,1,3.0,75174,0,75174,K-12 School,K-12 School,75174.0,,,,,,80.0,35.3,42.4,80.9,91.3,2654755.0,3183918.0,0.0,461798.0,1575720.0,10791.0,1079100.0,0.0,68.3,0.82,Yes,,Compliant,,,53.0,,48.0,18383
289,2015,SPS-District K-12,K-12 School,FRANTZ H COE ELEMENTARY SCHOOL (SPS-DISTRICT),9270200005,"{'latitude': '47.64090041', 'longitude': '-122.3656176', 'human_address': '{""address"": ""2424 7TH AVE W"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98119""}'}",7,MAGNOLIA / QUEEN ANNE,2003,1,3.0,75214,0,75214,K-12 School,K-12 School,75214.0,,,,,,87.0,30.5,30.5,82.3,82.3,2295845.0,2295845.0,0.0,529644.0,1807220.0,4887.0,488700.0,0.0,38.55,0.41,Yes,,Compliant,,,50.0,,39.0,19575
290,2015,SPS-District K-12,K-12 School,JAMES MADISON JR HIGH SCHOOL (SPS-DISTRICT),9278300005,"{'latitude': '47.5724098', 'longitude': '-122.3916721', 'human_address': '{""address"": ""3429 45TH AVE SW"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98116""}'}",1,SOUTHWEST,2005,1,3.0,134918,0,134918,K-12 School,K-12 School,134918.0,,,,,,92.0,28.0,33.1,74.7,85.2,3773040.0,4466541.0,0.0,857925.0,2927362.0,8458.0,845800.0,0.0,65.33,0.39,Yes,,Compliant,,,41.0,,49.0,18795
291,2015,SPS-District K-12,K-12 School,THURGOOD MARSHALL (SPS-DISTRICT),9344400300,"{'latitude': '47.59101433', 'longitude': '-122.2981281', 'human_address': '{""address"": ""2401 S IRVING ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98144""}'}",3,CENTRAL,1991,1,2.0,64414,0,64414,K-12 School,K-12 School,64714.0,,,,,,63.0,37.5,43.3,117.7,136.0,2414679.0,2790234.0,0.0,707702.0,2414779.0,0.0,0.0,0.0,16.83,0.1,Yes,,Compliant,,,39.0,,18.0,17919
292,2015,SPS-District K-12,K-12 School,"MARSHALL, JOHN (SPS-DISTRICT)",9528103775,"{'latitude': '47.67726399', 'longitude': '-122.3223367', 'human_address': '{""address"": ""520 NE RAVENNA BLVD"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98115""}'}",6,NORTHWEST,1927,1,3.0,92437,0,92437,K-12 School,K-12 School,92437.0,,,,,,71.0,53.9,71.9,79.5,100.5,4986643.0,6645204.0,0.0,296762.0,1012592.0,39741.0,3974093.0,0.0,218.12,2.31,Yes,,Compliant,,,53.0,,25.0,18792
293,2015,NonResidential,Other,ACT THEATER,2141290000,"{'latitude': '47.61104202', 'longitude': '-122.33238983', 'human_address': '{""address"": ""700 UNION ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1914,1,7.0,128766,0,128766,"Office, Other, Other - Entertainment/Public Assembly",Other - Entertainment/Public Assembly,109754.0,Other,12876.0,Office,6136.0,,,50.9,50.9,156.0,156.0,6550618.0,6550618.0,0.0,1852230.0,6320071.0,2308.0,230808.0,0.0,56.32,0.23,No,,Compliant,,,14.0,,31.0,18081
294,2015,NonResidential,Residence Hall/Dormitory,YWCA Women's Residence,2301950000,"{'latitude': '47.60775556', 'longitude': '-122.3324724', 'human_address': '{""address"": ""1118 5TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1913,1,9.0,107572,0,107572,"Office, Residence Hall/Dormitory, Retail Store",Residence Hall/Dormitory,63934.0,Office,27143.0,Retail Store,10568.0,,71.0,53.6,58.9,117.8,124.2,5445025.0,5987042.0,2647510.0,819905.0,2797632.0,0.0,0.0,0.0,223.86,1.97,No,,Compliant,,,14.0,,19.0,18081
295,2015,NonResidential,Other,CENTURYLINK: 3RD AVE 3-D,2302700000,"{'latitude': '47.60683648', 'longitude': '-122.3346694', 'human_address': '{""address"": ""1122 3RD AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1955,1,15.0,230880,0,230880,Other,Other,203000.0,,,,,,,313.6,307.1,984.8,964.2,63668488.0,62337120.0,0.0,18660170.0,63671143.0,0.0,0.0,0.0,443.86,0.74,No,,Compliant,,,14.0,,19.0,18081
296,2015,Multifamily LR (1-4),Low-Rise Multifamily,COOPER SCHOOL ARTIST'S LOFTS,3388120000,"{'latitude': '47.56364367', 'longitude': '-122.3629825', 'human_address': '{""address"": ""4408 DELRIDGE WAY SW"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98106""}'}",1,DELRIDGE,1917,1,4.0,56617,0,56617,Multifamily Housing,Multifamily Housing,56617.0,,,,,,18.0,33.8,39.5,78.4,90.8,1912904.0,2237428.0,0.0,340715.0,1162568.0,7504.0,750385.0,0.0,47.96,0.76,No,,Compliant,,,48.0,,13.0,18385
297,2015,Multifamily MR (5-9),Mid-Rise Multifamily,LAKE CITY COURT,3993000000,"{'latitude': '47.72231008', 'longitude': '-122.2918283', 'human_address': '{""address"": ""12738 33RD AVE NE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98125""}'}",5,NORTH,2009,1,6.0,56745,0,56745,Multifamily Housing,Multifamily Housing,43673.0,,,,,,57.0,55.1,58.8,131.7,139.5,2404644.0,2568364.0,0.0,452298.0,1543306.0,8614.0,861402.0,0.0,56.51,0.88,No,,Compliant,,127.0,29.0,2.0,29.0,19579
299,2015,Multifamily LR (1-4),Low-Rise Multifamily,OTHELLO BUILDING,6434000000,"{'latitude': '47.53683267', 'longitude': '-122.2840381', 'human_address': '{""address"": ""3815 S OTHELLO ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98118""}'}",2,GREATER DUWAMISH,2003,1,4.0,67920,0,67920,"Medical Office, Multifamily Housing, Office, Retail Store",Multifamily Housing,24600.0,Medical Office,12917.0,Office,4150.0,,,65.7,70.0,198.1,207.7,2886468.0,3076052.0,0.0,795939.0,2715857.0,1707.0,170723.0,0.0,28.0,0.24,No,,Compliant,,,40.0,,44.0,18800
300,2015,SPS-District K-12,K-12 School,CLEVELAND HIGH SCHOOL (SPS-DISTRICT),7549802085,"{'latitude': '47.55156934', 'longitude': '-122.3138036', 'human_address': '{""address"": ""5511 15TH AVE S"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98108""}'}",2,GREATER DUWAMISH,2007,1,3.0,204961,0,204961,K-12 School,K-12 School,204961.0,,,,,,94.0,38.9,45.1,89.8,96.2,7971886.0,9239505.0,0.0,1405828.0,4796884.0,31752.0,3175200.0,0.0,202.07,0.89,Yes,,Compliant,,,34.0,,37.0,18388
302,2015,NonResidential,Other,WA ARMY NAT'L GUARD,7666201147,"{'latitude': '47.63640533', 'longitude': '-122.3791694', 'human_address': '{""address"": ""1600 W ARMORY WAY"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98119""}'}",7,MAGNOLIA / QUEEN ANNE,1973,1,1.0,76086,0,76086,Other,Other,77810.0,,,,,,,37.3,43.4,81.9,88.3,2903161.0,3377544.0,0.0,466505.0,1591782.0,13114.0,1311445.0,0.0,80.75,0.97,No,,Compliant,,,33.0,,27.0,19575
313,2015,NonResidential,Medical Office,ELLIOTT PARK BUILDING,7666202190,"{'latitude': '47.61994816', 'longitude': '-122.3606641', 'human_address': '{""address"": ""201 ELLIOTT AVE W"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98119""}'}",7,MAGNOLIA / QUEEN ANNE,1927,1,5.0,190000,39000,151000,"Medical Office, Office",Medical Office,146741.0,Office,9805.0,,,,7.0,126.6,126.1,330.0,328.5,19816686.0,19745870.0,0.0,4325766.0,14760126.0,50572.0,5057172.0,0.0,371.48,1.62,No,,Compliant,,,50.0,,40.0,19575
314,2015,NonResidential,Hotel,EDGEWATER INN,7666202317,"{'latitude': '47.61245737', 'longitude': '-122.3521832', 'human_address': '{""address"": ""2411 ALASKAN WAY"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,1961,1,4.0,122309,0,122309,,,,,,,,,13.0,196.7,204.8,317.7,323.3,24060332.0,25053130.0,0.0,1906367.0,6504794.0,175558.0,17555808.0,0.0,977.73,7.77,No,,Compliant,,,5.0,,9.0,19576
315,2015,Campus,Other,PORT OF SEATTLE  BELL HARBOR COMPLEX  & CONFERENCE - CAMPUS,7666202325,"{'latitude': '47.61120625', 'longitude': '-122.34849684', 'human_address': '{""address"": ""2201 ALASKAN WAY"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,1995,4,3.0,215476,0,215476,Other,Other,217088.0,,,,,,,116.9,121.8,266.4,269.3,25377650.0,26431774.0,0.0,4371882.0,14917481.0,104608.0,10460791.0,0.0,659.56,2.76,No,,Compliant,,,5.0,,9.0,19576
316,2015,NonResidential,Hotel,SEATTLE WATERFRONT MARRIOTT,7666202345,"{'latitude': '47.61067514', 'longitude': '-122.3465482', 'human_address': '{""address"": ""2100 ALASKAN WAY"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,2003,1,8.0,254273,38800,215473,Hotel,Hotel,277000.0,,,,,,23.0,100.3,98.4,216.1,210.0,27787286.0,27255250.0,0.0,4301432.0,14677095.0,131108.0,13110800.0,0.0,798.63,2.89,No,,Compliant,,,5.0,,9.0,19576
317,2015,Nonresidential COS,Other,SEATTLE AQUARIUM,7666202420,"{'latitude': '47.60725784', 'longitude': '-122.34207153', 'human_address': '{""address"": ""1421 ALASKAN WAY"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1980,1,2.0,69400,0,69400,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,69400.0,,,,,,,225.8,235.3,581.2,591.2,15671253.0,16330225.0,0.0,3348613.0,11425942.0,42458.0,4245784.0,0.0,305.15,3.69,No,,Compliant,,,14.0,,30.0,18081
318,2015,NonResidential,Other,PIER 54  IVARS ACRES OF CLAMS,7666202495,"{'latitude': '47.60411925', 'longitude': '-122.3396021', 'human_address': '{""address"": ""1003 ALASKAN WAY"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,DOWNTOWN,1900,1,1.0,62900,0,62900,"Other, Restaurant, Retail Store",Other,42695.0,Restaurant,20525.0,Retail Store,3031.0,,,96.1,96.1,187.8,187.8,6366808.0,6366808.0,0.0,807538.0,2755434.0,36115.0,3611488.0,0.0,211.01,3.17,No,,Compliant,,,14.0,,19.0,18379
319,2015,NonResidential,Small- and Mid-Sized Office,DAILY JOURNAL BUILDING,7666202580,"{'latitude': '47.60272217', 'longitude': '-122.33557892', 'human_address': '{""address"": ""83 COLUMBIA ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,DOWNTOWN,1914,1,4.0,40000,0,40000,"Office, Retail Store",Office,33000.0,Retail Store,7000.0,,,,98.0,34.3,39.8,83.1,89.7,1372706.0,1590846.0,509178.0,253086.0,863565.0,0.0,0.0,0.0,45.32,1.04,No,,Compliant,,,14.0,,19.0,18379
320,2015,NonResidential,Non-Refrigerated Warehouse,BMW SEATTLE - SERVICE CENTER,7666202725,"{'latitude': '47.59457628', 'longitude': '-122.3244189', 'human_address': '{""address"": ""900 MAYNARD AVE S"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98134""}'}",2,GREATER DUWAMISH,2008,1,4.0,203504,0,203504,"Non-Refrigerated Warehouse, Other - Services",Non-Refrigerated Warehouse,159372.0,Other - Services,44132.0,,,,72.0,18.6,19.6,58.3,61.6,3780078.0,3993902.0,0.0,1107877.0,3780233.0,0.0,0.0,0.0,26.35,0.05,No,,Compliant,,,27.0,,22.0,19584
322,2015,NonResidential,Large Office,KIRO RADIO & TELEVISION,656000005,"{'latitude': '47.61744918', 'longitude': '-122.35032532', 'human_address': '{""address"": ""2807 3RD AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,1968,1,3.0,100734,26731,74003,,,,,,,,,34.0,102.0,102.0,320.2,320.2,10273140.0,10273140.0,0.0,3010885.0,10273566.0,0.0,0.0,0.0,71.62,0.27,No,,Compliant,,,5.0,,9.0,19576
323,2015,NonResidential,Small- and Mid-Sized Office,GRANGE OFFICE PLAZA,656000045,"{'latitude': '47.61698381', 'longitude': '-122.34958888', 'human_address': '{""address"": ""200 CEDAR ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,1981,1,4.0,79678,17570,62108,"Office, Parking",Office,62108.0,Parking,17570.0,,,,59.0,77.8,78.4,223.8,216.2,4829951.0,4870875.0,0.0,1238069.0,4224467.0,6057.0,605658.0,0.0,61.62,0.55,No,,Compliant,,,5.0,,9.0,19576
324,2015,NonResidential,Large Office,FOURTH & BATTERY BUILDING,656000480,"{'latitude': '47.61591919', 'longitude': '-122.34571548', 'human_address': '{""address"": ""2401 4TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,1978,1,12.0,234000,21790,212210,"Financial Office, Laboratory, Office, Parking",Office,175915.0,Laboratory,29865.0,Parking,23244.0,,36.0,91.0,91.0,283.1,283.1,19176010.0,19176010.0,0.0,5544028.0,18917009.0,2598.0,259786.0,0.0,145.67,0.27,No,,Compliant,,,56.0,,9.0,19576
325,2015,NonResidential,Retail Store,WESTLAKE MALL RETAIL PORTION,659000005,"{'latitude': '47.61171108', 'longitude': '-122.33681575', 'human_address': '{""address"": ""400 PINE ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1989,1,4.0,111077,0,111077,,,,,,,,,91.0,60.6,62.1,190.2,195.1,9898724.0,10155788.0,0.0,2901150.0,9899135.0,0.0,0.0,0.0,69.01,0.24,No,,Compliant,,,14.0,,31.0,18081
326,2015,NonResidential,Large Office,WEST LAKE TOWER OFFICE BUILDING,659000040,"{'latitude': '47.61175275', 'longitude': '-122.33667433', 'human_address': '{""address"": ""1601 5TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1989,1,25.0,369996,0,369996,"Office, Parking",Office,380397.0,Parking,127192.0,,,2012,71.0,65.4,65.4,205.4,205.4,24882924.0,24882924.0,0.0,7292768.0,24883957.0,0.0,0.0,0.0,173.47,0.18,No,,Compliant,,,14.0,,31.0,18081
327,2015,NonResidential,Retail Store,NORDSTROM DOWNTOWN,659000070,"{'latitude': '47.6124792', 'longitude': '-122.33586069', 'human_address': '{""address"": ""500 PINE ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1925,1,10.0,693450,0,693450,"Office, Retail Store",Retail Store,361107.0,Office,332343.0,,,,92.0,58.3,58.0,175.9,175.0,40433292.0,40250124.0,14089.0,11148790.0,38041251.0,23795.0,2379542.0,0.0,392.65,0.33,Yes,,Compliant,,,14.0,,31.0,18081
328,2015,NonResidential,Large Office,CENTURYLINK: SEATTLE BELL PLAZA,659000165,"{'latitude': '47.61323929', 'longitude': '-122.33440399', 'human_address': '{""address"": ""1600 7TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1976,1,33.0,791396,0,791396,"Office, Other, Parking, Restaurant",Office,637099.0,Parking,132465.0,Other,33110.0,2015,89.0,59.8,0.0,187.7,0.0,40451748.0,0.0,0.0,11855730.0,40453430.0,0.0,0.0,0.0,282.01,0.14,No,,Compliant,,,14.0,,31.0,18081
329,2015,NonResidential,Large Office,1700 SEVENTH BUILDING,659000235,"{'latitude': '47.61374903', 'longitude': '-122.33507976', 'human_address': '{""address"": ""1700 7TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,2000,1,23.0,747747,205076,542671,"Office, Parking, Restaurant",Office,542461.0,Parking,219045.0,Restaurant,9337.0,"2016, 2015, 2014, 2013, 2012, 2011, 2010, 2009, 2008",88.0,58.2,60.3,170.5,177.0,32141070.0,33271260.0,0.0,8462395.0,28874890.0,32674.0,3267376.0,0.0,374.82,0.34,No,,Compliant,,,56.0,,31.0,18081
330,2015,NonResidential,Small- and Mid-Sized Office,LLOYD BUILDING,659000350,"{'latitude': '47.61378582', 'longitude': '-122.33638554', 'human_address': '{""address"": ""603 STEWART ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1926,1,10.0,63409,7757,55652,"Office, Retail Store",Office,45260.0,Retail Store,6187.0,,,,92.0,61.0,72.7,121.7,135.8,3137206.0,3742258.0,1853890.0,376118.0,1283369.0,0.0,0.0,0.0,152.04,2.31,No,,Compliant,,,56.0,,31.0,18081
331,2015,NonResidential,Large Office,TOWER BLDG,659000365,"{'latitude': '47.61391297', 'longitude': '-122.33581187', 'human_address': '{""address"": ""1809 7TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1930,1,17.0,204790,30000,174790,"Office, Other - Recreation, Parking, Retail Store",Office,142034.0,Other - Recreation,17070.0,Retail Store,14666.0,"2010, 2009, 2007",92.0,43.4,43.4,125.3,125.3,7546235.0,7546235.0,0.0,1943098.0,6630126.0,9164.0,916385.0,0.0,94.89,0.32,No,,Compliant,,,56.0,,31.0,18081
332,2015,NonResidential,Small- and Mid-Sized Office,TIMES SQUARE BUILDING (THE VANCE CORPORATION),659000385,"{'latitude': '47.61232632', 'longitude': '-122.33842968', 'human_address': '{""address"": ""414 OLIVE WAY"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1916,1,5.0,73399,0,73399,"Office, Retail Store",Office,51557.0,Retail Store,9976.0,,,,63.0,59.4,64.7,186.5,203.2,3655453.0,3981771.0,0.0,1071352.0,3655605.0,0.0,0.0,0.0,25.48,0.13,No,,Compliant,,,56.0,,31.0,18081
333,2015,NonResidential,Large Office,PLAZA 600 BUILDING,659000555,"{'latitude': '47.61419225', 'longitude': '-122.33715661', 'human_address': '{""address"": ""600 STEWART ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1969,1,20.0,265851,32334,233517,"Office, Parking",Office,226454.0,Parking,29214.0,,,"2010, 2007",95.0,57.2,67.1,128.4,140.3,12943756.0,15191665.0,5973700.0,2042807.0,6970347.0,0.0,0.0,0.0,509.69,1.8,No,,Compliant,,,56.0,,31.0,18081
334,2015,NonResidential,Large Office,WEST 8TH,659000750,"{'latitude': '47.61586761', 'longitude': '-122.33737946', 'human_address': '{""address"": ""2001 8TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,2009,1,25.0,758043,228668,529375,"Office, Parking",Office,582725.0,Parking,191082.0,,,"2016, 2015",96.0,42.3,42.3,130.7,130.7,24641772.0,24672050.0,0.0,7049671.0,24054476.0,5883.0,588294.0,0.0,198.93,0.13,No,,Compliant,,,56.0,,7.0,19576
335,2015,NonResidential,Large Office,DENNY BUILDING,660000080,"{'latitude': '47.61673455', 'longitude': '-122.34198091', 'human_address': '{""address"": ""2200 6TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,1968,1,12.0,206000,0,206000,"Office, Parking",Office,161000.0,Parking,51250.0,,,,88.0,57.6,56.2,152.9,148.5,9273278.0,9047478.0,2327413.0,2035717.0,6946155.0,0.0,0.0,0.0,228.07,0.96,No,,Compliant,,,56.0,,7.0,19576
336,2015,NonResidential,Large Office,1918 EIGHTH AVE,660000650,"{'latitude': '47.61596574', 'longitude': '-122.33609553', 'human_address': '{""address"": ""1918 8TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,2009,1,36.0,824887,154972,669915,"Office, Parking",Office,743562.0,Parking,161119.0,,,"2017, 2015",97.0,51.6,51.1,162.2,160.6,38400928.0,38019316.0,0.0,11254670.0,38402528.0,0.0,0.0,0.0,267.71,0.12,No,,Compliant,,,56.0,,31.0,18081
337,2015,NonResidential,Large Office,1800 9TH AVENUE BUILDING,660001135,"{'latitude': '47.61577337', 'longitude': '-122.33379691', 'human_address': '{""address"": ""1800 9TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1990,1,16.0,480840,141600,339240,"Fitness Center/Health Club/Gym, Office, Other, Parking, Restaurant",Office,311736.0,Parking,123356.0,Fitness Center/Health Club/Gym,18239.0,,94.0,52.0,55.2,162.6,172.4,17653930.0,18718988.0,0.0,5137256.0,17529045.0,1256.0,125615.0,0.0,128.87,0.11,No,,Compliant,,,56.0,,7.0,18081
338,2015,NonResidential,Other,SEATTLE CHILDREN'S HOSPITAL  (RESEARCH INSTITUTE BLDG 1),660001215,"{'latitude': '47.61598206', 'longitude': '-122.33448029', 'human_address': '{""address"": ""1900 9TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,2004,1,11.0,299070,68432,230638,Other,Other,250000.0,,,,,,,247.3,251.8,511.4,510.9,61827040.0,62950692.0,0.0,8826039.0,30115695.0,317126.0,31712594.0,0.0,1894.2,5.9,No,,Compliant,,,56.0,,7.0,18081
